414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
414	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
414	296
415	296
415	296
415	296
415	296
415	296
414	296
414	296
414	296
414	296
414	296
414	296
